Cancion;Nombre Album;Artista;Fecha de lanzamiento;Codigo de grabacion;Ranking historico;Spotify Streams;Spotify Playlist Count;Busquedas en Spotify;Spotify Popularity;YouTube Views;YouTube Likes;TikTok Posts;TikTok Likes;TikTok Views;YouTube Playlist Reach;Apple Music Playlist Count;Amazon Playlist Count;Soundcloud Streams;;;;;
Youï¿½ï¿½ï¿½re Mines Still (feat. ;Youï¿½ï¿½ï¿½re Mines Still (feat. ;Yung Bleu;10/15/2020;USWB12004394;1,075;233,139,871;77,694;13,955,396;63;425,539,008;2,824,144;98,082;15,980,144;111,422,826;42,967,196;53;5;25,280,506;;;;;
BADGYAL;SAKURA;SAIKO;4/26/2024;QM4TX2482887;1,076;56,282,981;5,849;51,387,051;80;13,102,384;110,873;;;;5,411,568;25;5;;;;;;
Sorry 4 The Wait;Sorry 4 The Wait;Lil Wayne;1/14/2022;USUG12106458;1,079;24,285,898;8,422;1,181,602;54;9,750,600;41,196;917;97,854;1,029,336;2,034;1;;;;;;;
DILUVIO;PLAYA SATURNO;Rauw Alejandro;7/7/23;USSD12300302;1,078;310,562,790;33,458;54,918,981;79;113,130,284;482,647;148,6;42,427,834;372,688,472;784,575,181;55;43;169,769;;;;;
ZEZE (feat. Travis Scott & Offset);ZEZE (feat. Travis Scott & Offset);Kodak Black;10/12/18;USAT21811523;1,08;1,070,685,587;203,323;32,147,932;71;494,548,432;4,682,485;1,386,205;55,794,187;463,776,007;84,796,677;82;14;;;;;;
"Kesariya (From ""Brahmastra"")";"Kesariya (From ""Brahmastra"") - Single";Pritam;7/17/2022;INS172203702;1,084;516,740,949;30,584;13,659,510;67;548,697,509;6,082,861;;;;174,637,093;35;13;3,338;;;;;
The Craving (single version);The Craving (single version) - Single;Twenty One Pilots;5/22/2024;USAT22403454;1,083;9,084,595;1,087;26,826,278;;11,912,619;302,647;;;;59,828,100;33;78;;;;;;
Bartolito;20 GRANDES ï¿½ï¿½X;Duo Tiempo de Sol;10/5/15;ARF061500454;1,082;70,061,366;6,847;1,133,511;62;3,257,763,799;9,018,759;;;;;2;;17,519;;;;;
Peaches;The Super Mario Bros. Movie (Original Motion Picture Soundtrack);Jack Black;4/7/23;USQ4E2204040;1,077;144,252,786;35,929;3,276,465;64;68,229,038;1,462,629;822,942;255,693,787;3,002,241,315;17,180,346;17;10;946,535;;;;;
Counting stars;Until the morning 2;OneRepublic;8/4/14;FR0Z50017635;1,081;;;;;4,069,201,723;18,144,051;;;;399,937,303;;;;;;;;
Take My Breath - Single Version;Take My Breath;The Weeknd;8/5/21;USUG12102076;1,085;465,348,362;89,586;17,062,402;57;218,889,957;2,186,587;42,395;17,828,688;224,955,330;2,420,528,253;151;44;;;;;;
Lavender Haze;Midnights;Taylor Swift;10/21/2022;USUG12205734;1,09;711,138,043;42,535;28,394,531;73;26,695,871;411,132;90,029;35,207,211;302,181,012;;66;54;;;;;;
KU LO SA - A COLORS SHOW;KU LO SA - A COLORS SHOW;Oxlade;6/10/22;QMEU32209358;1,089;331,419,634;92,569;17,049,738;68;90,820,063;924,838;582,831;42,516,541;534,189,550;51,539,371;116;41;;;;;;
Toca o Trompete;Cadï¿½ï¿½ o After? P;Felipe Amorim;7/21/2023;BCOOP2300013;1,087;166,784,328;15,122;14,569,377;66;196,927,226;943,63;482,2;79,195,177;1,222,155,154;385,123,282;10;9;;;;;;
Nobody Gets Me;SOS;SZA;12/9/22;USRC12204598;1,091;561,645,790;58,561;39,587,642;82;79,127,644;867,545;61,07;32,412,474;220,878,489;325,461,284;64;23;3,758,963;;;;;
Sleep Well;Sleep Well - Single;CG5;2/16/2024;USA2P2406901;1,086;19,236,234;1,602;962,658;;114,064,058;1,339,987;;;;1,352,193,313;;;;;;;;
Hei Apa Apa / Tik Tak Tik Tik;Nuansa Angkot 2023 - Vol. 1;Donny Fernanda;2/14/2023;FR59R2347368;1,092;12,415;1;2;;;;3,817,700;148,462,808;2,586,057,582;;;;;;;;;
Glock In My Lap;SAVAGE MODE II;21 Savage;10/2/20;USSM12006061;1,088;614,603,953;164,722;24,902,576;78;164,711,656;1,799,801;45,186;22,453,063;162,296,330;40,458,162;25;3;34,124,605;;;;;
overseas;overseas;Ken Carson;4/12/24;USUM72403587;1,095;35,980,441;7,297;7,809,196;79;1,080,994;55,353;;;;381,728;6;3;2,768,006;;;;;
CORAZï¿½ï¿½N VA;CORAZï¿½ï¿½N VA;Maria Becerra;6/22/2023;USWL12301086;1,094;251,442,618;19,913;23,463,750;71;209,201,810;958,198;249,263;61,634,866;541,965,678;650,020,478;23;53;;;;;;
PUNTO G;Punto G;Quevedo;11/4/22;BK4DA2202913;1,096;600,073,400;73,593;22,371,448;71;171,936,153;975,795;181,76;42,088,473;450,971,538;1,034,742;24;29;97,391;;;;;
"Muqabla (From ""Street Dancer 3D"")";"Muqabla (From ""Street Dancer 3D"")";Yash Narvekar;12/21/2019;INS181905922;1,093;102,668,822;8,999;4,335,630;58;1,111,498,706;6,693,422;4,369,880;26,463,521;557,936,748;236,773,715;14;3;;;;;;
Ditto;Ditto;NewJeans;12/19/2022;USA2P2254487;1,098;614,497,357;47,586;17,245,496;74;202,069,442;2,934,641;396,808;179,997,019;1,587,051,148;226,112,613;44;42;;;;;;
"Katchi Sera - From ""Think Indie""";"Katchi Sera (From ""Think Indie"")";Sai Abhyankkar;1/22/2024;INT202404272;1,099;61,447,714;2,592;5,382,316;;128,967,148;1,382,506;;;;1,062,214,305;5;11;;;;;;
Danza Kuduro - Cover;BEST CLUB 2023 TREND MIX;MUSIC LAB JPN;11/24/2023;TCJPX2397668;1,097;1,642,258,500;11;127;;;;;;;;;;;;;;;
Bubble Gum;How Sweet;NewJeans;5/24/2024;USA2P2414844;1,101;20,630,900;1,536;9,077,425;76;14,185,984;119,016;;;;;21;10;53,406;;;;;
Abejita Chiquitita;Las Canciones de Plim Plim Vol. 8;El Payaso Plim Plim;9/8/23;ARLIB2220027;1,102;5,741,262;275;33,239;;272,927,101;395,965;47,2;343;11,056;;;1;;;;;;
Love wins all;Love wins all;IU;1/24/2024;KRA382400642;1,1;60,903,416;4,743;2,755,053;;122,003,102;4,890,890;;102,5;712,7;749,176,444;15;17;;;;;;
PRINCESITA DE ...;ýýNFASIS;Jere Klein;12/1/23;QMFMF2334329;1,103;106,290,197;11,766;9,230,911;70;139,655,492;229,044;;7;245;1,565,966,519;4;;;;;;;
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);Tainy;10/5/21;USA2P2135437;1,104;912,709,169;94,302;33,979,642;67;410,395,727;3,097,097;75,146;30,651,870;303,742,856;265,630,925;69;35;;;;;;
BABY HELLO;BABY HELLO - Single;Rauw Alejandro;6/23/2023;USSD12300274;1,105;268,383,799;47,936;46,787,442;68;69,047,745;591,951;23,4;9,362,518;103,169,265;21,328,855;61;36;;;;;;
ONE CALL;ONE CALL;Rich Amiri;11/3/23;QZJ842004052;1,106;271,566,931;33,97;50,694,559;80;24,725,245;376,377;;1,459,319;8,704,294;9,242,912;15;25;;;;;;
Pehle Bhi Main;ANIMAL;Vishal Mishra;11/24/2023;INS182303389;1,111;235,472,222;10,873;14,151,452;77;134,079,122;998,592;;;;299,391,668;14;;;;;;;
Kill Bill;Kill Bill - Single;pasa michaelson;8/26/2023;GB8KE2318565;1,156;1,842,758,768;1;1;;;;;;;;;;;;;;;
2/Catorce;2/Catorce;Rauw Alejandro;2/14/2021;USSD12100059;1,107;534,981,600;92,466;17,067,105;64;607,206,864;3,535,828;833,539;233,010,597;2,285,726,710;149,174,449;74;32;;;;;;
Ride;Ride;Twenty One Pilots;5/12/15;USAT21500598;1,11;1,724,766,252;240,346;62,583,866;79;1,832,805,733;14,628,417;473,867;64,556,528;515,516,585;186,902,563;7;33;;;;;;
Dusk Till Dawn (feat. Sia);Dusk Till Dawn (feat. Sia) - Single;ZAYN;9/8/17;USRC11701783;1,108;7,660,758;2,412;584,352;36;2,384,906,510;17,393,433;1,352,318;224,835,071;2,577,621,675;1,411,686,500;;5;;;;;;
Rush;Rush;Troye Sivan;7/13/2023;AUUM72300170;1,109;299,291,405;45,754;35,127,971;28;59,684,881;1,156,874;37,3;31,430,262;341,762,321;635,932,163;106;66;;;;;;
Physical;Physical;Dua Lipa;1/30/2020;GBAHT1901298;1,115;967,029,446;108,666;29,267,130;71;570,687,048;4,489,378;159,047;39,077,139;430,832,681;412,519,641;231;57;;;;;;
Pumped Up Kicks;Pumped up Kicks;Foster The People;1/1/10;USSM11002931;1,113;1,791,778,314;344,49;131,726,745;81;599,930,123;5,713,061;786,192;342,804,034;2,757,623,631;19,949,320;195;46;;;;;;
Yes Indeed;Yes Indeed;Lil Baby;5/15/2018;USUM71806749;1,112;1,110,994,645;186,456;41,273,853;74;143,629,586;1,388,832;38,775;25,188,899;194,904,663;38,496,063;85;44;54,088,502;;;;;
Open Arms (feat. Travis Scott);SOS;SZA;12/8/22;USRC12204602;1,114;418,181,065;67,858;17,377,077;76;87,097,570;675,742;79,8;21,397,764;155,757,311;3,034,510;14;2;7,784,284;;;;;
edamame (feat. Rich Brian);edamame;bbno$;7/24/2021;QMUY42100151;1,117;460,770,585;137,449;12,880,333;9;129,095,680;2,000,723;697,2;509,554,628;5,783,885,492;165,344,404;24;12;;;;;;
Turn Down for What;Turn Down for What;DJ Snake;12/18/2013;USSM11308174;1,116;547,207,250;103,666;30,719,577;65;1,350,062,601;11,897,425;962,796;124,466,320;1,943,093,911;194,386,199;135;55;1,150,036;;;;;
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse];METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE);Metro Boomin;6/2/23;USUM72308543;1,12;234,350,961;56,138;13,361,149;69;60,645,740;770,219;;;;82,193,348;59;35;;;;;;
Smokin Out The Window;Smokin Out The Window;Bruno Mars;11/5/21;USAT22105952;1,121;463,977,298;100,305;15,798,103;66;219,573,887;2,918,828;946;4,609,516;26,701,713;3,233,086,776;81;46;;;;;;
Goin' Off;Goin' Off;Karan Aujla;5/9/24;AUBEC2438653;1,118;13,606,839;836;4,594,419;70;32,342,705;498,58;;;;19,904,542;14;13;;;;;;
Close To You;Close To You;Gracie Abrams;6/7/24;USUG12401775;1,119;13,700,065;1,162;89,144,538;74;466,102;38,791;;;;;69;86;18;;;;;
Pagli Dekhave Agarbatti;Pagli Dekhave Agarbatti;Neelkamal Singh;9/28/2023;INH102313673;1,124;20,981,562;379;284,348;;272,841,611;1,275,934;;;;182,061,559;;;;;;;;
From The D To The A (feat. Lil Yachty);From The D To The A (feat. Lil Yachty);Tee Grizzley;3/17/2017;QMCE31700982;1,122;364,325,529;83,638;10,924,243;64;29,708,407;206,341;42,311;2,417,700;16,341,869;3,111,436;15;;222,229,993;;;;;
Me Rehï¿½ï;Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L;Danny Ocean;11/3/17;USWL11900076;1,126;1,778,934,858;37,04;21,117,726;74;1,915,123,572;6,102,709;261,323;17,109,874;158,762,431;484,024,351;12;10;;;;;;
Nonsense;emails i can't send;Sabrina Carpenter;7/15/2022;USUM72210708;1,129;817,286,460;55,62;61,610,668;83;156,580,179;1,685,462;179,864;36,883,907;357,890,160;201,230,072;67;44;;;;;;
Run It Up (feat. Offset & Moneybagg Yo);Destined 2 Win;Lil Tjay;4/2/21;USSM12101540;1,127;392,745,531;141,221;21,996,686;67;96,203,913;1,246,093;44,979;17,567,842;137,477,748;54,251,921;21;2;39,475,086;;;;;
Lose You To Love Me;Lose You To Love Me;Selena Gomez;10/23/2019;USUM71918727;1,123;1,222,228,366;109,325;48,327,775;72;569,150,755;10,176,233;210,846;55,268,559;519,924,812;832,957,854;174;84;959,144;;;;;
Worth It;Worth It;YK Osiris;2/8/19;USUM71821752;1,125;340,112,388;66,487;6,617,103;60;283,340,446;3,313,053;576,099;18,279,931;132,694,197;41,301,726;28;2;103,378,626;;;;;
Fight The Feeling;Fight The Feeling;Rod Wave;3/31/2023;USQX92301922;1,128;86,327,319;18,112;2,247,123;51;65,828,097;457,58;179,4;15,991,452;137,960,911;377,095,739;18;10;12,848,106;;;;;
Axel F;Best of Crazy Hits;Crazy Frog;12/11/09;DEAF71578230;1,134;178,536,020;870;142,649;30;5,049,428,366;20,305,999;;;;204,191,511;1;;;;;;;
Robbery;Robbery;Juice WRLD;2/13/2019;USUG11900302;1,131;1,306,374,052;213,493;32,159,591;73;606,402,216;5,432,558;287,303;40,611,392;281,781,468;46,631,449;45;7;;;;;;
Bebe Dame;Bebe Dame - Single;Fuerza Regida;12/16/2022;QZ9QQ2200182;1,132;562,099,076;51,229;20,388,246;70;11,080,081;68,671;623,6;146,379,790;1,746,059,702;;49;17;;;;;;
Green Green Grass;george ezra songs to play when the sun's out;George Ezra;3/22/2022;GBARL2200008;1,133;300,430,813;50,552;12,812,123;69;103,550,086;844,925;1,664,351;248,347,598;3,375,488,113;2,854,520,083;51;27;2,041,978;;;;;
Zihaal e Miskin;Zihaal e Miskin;Javed-Mohsin;5/25/2023;INUM72300284;1,135;110,644,306;4,432;3,741,353;65;367,432,386;4,091,411;;;;85,756,632;;4;;;;;;
Fiel;Los Legendarios 001;Los Legendarios;2/4/21;QM4TW2136314;1,13;642,558,596;106,151;40,485,324;64;357,508,658;2,089,382;1,884,605;309,769,907;2,853,555,921;56,447,780;77;30;;;;;;
Neverita;Un Verano Sin Ti;Bad Bunny;5/6/22;QM6MZ2214882;1,139;831,868,563;93,211;21,780,286;73;181,498,962;1,237,772;115,2;87,502,749;985,066,343;21,690,461;36;5;;;;;;
2002 - Remix;2002 (Remix);Shaun Reynolds;5/11/18;QZ22B1944940;1,136;303,962;88;6,796;8;;;16,501,062;9,430,921;137,616,390;;;;;;;;;
No Se Va;No Se Va;Grupo Frontera;12/1/22;USDA12211641;1,137;51,75;67;3,924;;610,569,249;2,662,885;;;;41,692,770;;;;;;;;
Infinity;Feel Something;Jaymes Young;6/23/2017;USAT21700859;1,138;1,059,940,209;169,454;48,961,048;74;569,314,714;6,558,074;5,441,674;1,889,279,204;22,241,102,823;464,030,450;15;6;;;;;;
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series;The Highlights (Deluxe);The Weeknd;2/5/21;USUG12303876;1,142;812,954,133;137,681;53,947,304;81;66,369,681;851,906;564,129;71,837,599;797,041,217;504,465,645;147;47;8,817,729;;;;;
adore u;adore u;Fred again..;8/11/23;GBAHS2300908;1,141;129,427,492;44,672;48,826,452;71;10,933,079;80,021;29,74;8,528,307;135,983,684;82,845,102;69;46;3,403,946;;;;;
Numb Little Bug;Numb Little Bug;Em Beihold;1/28/2022;USUM72200626;1,143;360,584,207;68,868;18,801,509;66;41,254,765;1,015,183;177,123;69,378,146;667,895,022;8,474,222;34;37;;;;;;
Feel It;Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib;d4vd;3/28/2024;USUM72401132;1,14;110,377,644;8,98;78,939,536;;10,803,398;190,363;;554,4;4,211,900;21,866,966;41;55;;;;;;
Loco Contigo (feat. J. Balvin & Tyga);Loco Contigo (with J. Balvin, feat. Tyga);DJ Snake;6/13/2019;USUG11901580;1,144;822,696,809;141,261;26,970,098;68;587,804,570;5,432,716;806,169;35,719,393;404,031,807;532,691,572;184;27;10,568,592;;;;;
Faz um Vuk Vuk (Teto Espelhado);Faz um Vuk Vuk (Teto Espelhado);MC Kevin o Chris;7/20/2023;BX5EU2300034;1,145;222,879,686;26,854;23,489,333;68;183,254,308;938,331;80,1;22,478,680;315,723,211;23,002,967;16;19;;;;;;
Suicidal;Melly vs. Melvin;YNW Melly;11/22/2019;QMCE31902585;1,146;572,441,305;113,061;13,801,176;67;317,626,075;4,533,617;4,475,534;218,106,950;1,659,032,393;7,772,461;20;4;;;;;;
"Photo (From ""Luka Chuppi"")";"Photo (From ""Luka Chuppi"")";Karan Sehmbi;2/12/19;INS181900313;1,149;72,849,488;9,804;2,252,266;54;329,389,939;2,348,757;11,600,000;10,188,221;246,534,268;93,651,376;13;3;;;;;;
Sky;Whole Lotta Red;Playboi Carti;12/25/2020;USUM72024699;1,147;710,319,373;209,136;30,701,216;74;183,959,519;2,671,075;154,135;62,458,934;363,975,031;280,367,116;31;14;;;;;;
Love On;Love On;Selena Gomez;2/22/2024;USUM72318034;1,148;45,878,045;3,731;26,039,293;;18,082,083;515,908;;;;2,436,411,201;50;45;;;;;;
Payphone;Overexposed Track By Track;Maroon 5;1/1/12;USUM71203347;1,153;1,828,026,153;249,663;71,678,167;78;1,051,247,406;7,080,472;93,015;49,072,987;397,860,038;1,568,063,711;58;28;20,102,563;;;;;
Brickell;MANIFESTING 20-05;Feid;4/10/24;USUG12402595;1,15;59,546,208;5,064;62,237,863;79;26,823,878;171,145;;;;28,104,439;32;14;16,525;;;;;
I Like Me Better;I Like Me Better;Lauv;5/19/2017;GBWWP1702907;1,152;1,784,308,411;157,818;34,910,721;75;837,720,618;7,077,307;573,681;117,065,490;886,160,801;145,737,544;92;24;;;;;;
RUNAWAY;RUNAWAY;OneRepublic;5/26/2023;USUM72304684;1,154;127,466,467;16,65;19,684,494;67;13,668,402;152,488;2,331;518,049;9,346,042;179,672,192;57;12;;;;;;
Que Se Cuide;Que Se Cuide;Luis R Conriquez;5/3/24;QZNJV2414655;1,151;36,145,614;1,566;48,637,114;77;26,390,813;239,853;;;;125,856,157;3;;;;;;;
Astronaut In The Ocean;Astronaut In The Ocean;Masked Wolf;6/7/19;AUFXV1900105;1,155;;31,705;3,101,433;;;;12,423,100;1,733,925,285;22,817,879,063;;3;;;;;;;
On My Love;On My Love (Sped Up);Zara Larsson;9/12/23;USSM12306769;1,159;128,024,416;20,826;60,798,732;7;14,394,570;139,32;3,966;507,857;8,090,936;1,176,532,287;73;48;1,668,042;;;;;
She Share Story;She Share Story;Shayne Orok;6/2/20;QZHN52089091;1,156;;2,443;424,979;33;238,798;10,479;10,715,800;2,844,924,215;33,201,904,006;;;;;;;;;
Mujeriego;Mujeriego - Single;Ryan Castro;12/17/2021;COSO12100328;1,158;285,723,562;63,343;16,024,245;63;316,060,497;3,601,489;1,645,802;630,242,190;6,484,877,304;43,034,965;32;24;;;;;;
Miss The Rage (feat. Playboi Carti);Miss The Rage;Trippie Redd;5/7/21;QZJ842000983;1,16;535,695,469;188,778;26,774,987;6;171,889,127;3,367,746;155,446;113,564,973;1,011,224,005;112,767,017;58;1;;;;;;
TUTA GOLD;TUTA GOLD;Mahmood;2/7/24;ITUM72400066;1,157;95,029,509;5,218;9,118,781;65;73,263,450;405,639;;;;965,737,153;28;25;;;;;;
My Boy Only Breaks His Favorite Toys;THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401030;1,161;161,916,445;3,784;17,036,800;83;13,509,432;180,327;;;;;32;27;;;;;;
Dandini Dandini Dastana;Hey Dostum, ï¿½ï¿;Derya Yildirim;2/10/23;DEE882214257;1,165;12,75;8;137;9;520,926,927;1,601,560;;;;;;;;;;;;
Florida!!! (feat. Florence + the Machine);THE TORTURED POETS DEPARTMENT;Taylor Swift;4/18/2024;USUG12401035;1,162;140,177,107;3,866;16,996,059;;13,707,215;189,148;18,2;6,292,326;45,866,138;;19;41;;;;;;
Legends;Legends;Juice WRLD;6/22/2018;USUG11801263;1,166;681,282,854;118,639;18,809,173;63;186,468,599;1,849,004;36,108;21,004,398;157,362,351;1,460,530;16;2;136,120,053;;;;;
Black Beatles;SremmLife 2 (Deluxe);Rae Sremmurd;8/12/16;USUM71603293;1,164;972,005,229;186,174;27,470,180;69;1,178,473,071;9,750,786;80,426;32,338,631;184,153,973;189,211,405;160;47;;;;;;
King Size;Feed Tha Streets III;Roddy Ricch;11/18/2022;USAT22220949;1,163;3,248,779;3,105;291,653;33;590,470,795;8,815,644;113;7,218;297,262;440,677,355;;;;;;;;
Girls Want Girls (with Lil Baby);Certified Lover Boy;Drake;9/3/21;USUG12104399;1,168;459,480,135;137,691;22,202,207;68;94,845,922;710,635;97,707;54,238,635;550,340,528;27,126,576;77;46;;;;;;
Linger - SiriusXM Session;SiriusXM Session;Royel Otis;5/31/2024;FRX872443806;1,171;8,053,814;908;11,708,987;69;;;74,7;46,235,180;345,797,900;;16;61;;;;;;
SLOW DANCING IN THE DARK;SLOW DANCING IN THE DARK;Joji;9/12/18;ZZOPM1800452;1,167;1,291,244,134;241,882;48,328,259;29;576,756,813;6,989,481;976,742;252,216,973;1,853,292,133;140,688,974;39;3;3,484,302;;;;;
BIPOLAR;BIPOLAR;Peso Pluma;9/7/23;QMBZ92388584;1,169;222,295,526;18,049;13,695,569;;110,937,613;675,774;26,622;6,784;83,048;164,839,813;9;10;3,807,803;;;;;
Addicted;Addicted (feat. Ink) - Single;Zerb;3/29/2024;NLRD52350359;1,17;63,142,772;7,213;65,806,267;79;320,436;6,638;7,812;3,088,170;63,352,002;;23;44;;;;;;
Besos Moja2;Besos Moja2;Wisin & Yandel;9/29/2022;USSD12200829;1,176;416,361,102;48,45;23,910,344;69;251,373,932;911,711;460,773;158,067,701;1,931,498,021;6,946,855;42;47;;;;;;
Wake Up in the Sky;Wake Up in the Sky;Gucci Mane;9/14/2018;USAT21811087;1,173;996,942,947;188,378;27,325,666;71;614,755,305;5,707,814;517,615;50,143,641;424,030,507;52,825,959;40;17;;;;;;
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary;Amor Prohibido (Remasterizado 2024/30th Anniversary);Selena;3/22/2024;USUM72402909;1,174;195,435,575;15;74,994;;;;;;;;1;1;;;;;;
Papercut;Papercuts;Linkin Park;4/12/24;USWB11201315;1,177;497,285,757;130;484,758;;;;;;;;;;;;;;;
Chanel;Chanel;Becky G;3/30/2023;USRC12300804;1,175;287,853,890;21,244;8,675,975;65;267,142,398;1,552,179;98,312;44,289,816;550,080,768;411,799,517;31;20;;;;;;
Otro Trago;Sueï¿½ï;Sech;4/18/2019;QM9WM1900120;1,172;693,061,510;73,605;21,529,712;63;1,315,371,330;9,042,596;263,379;6,844,512;81,046,643;278,722,746;56;38;;;;;;
Back In Blood (feat. Lil Durk);Back In Blood (feat. Lil Durk);Pooh Shiesty;11/6/20;USAT22007048;1,18;378,239,461;126,894;19,992,900;62;477,876,565;3,072,709;95,993;30,522,237;230,352,883;232,331,604;72;17;;;;;;
Jugaste y Sufrï¿;Corta Venas;Eslabon Armado;12/18/2020;USE7D2000268;1,182;492,509,763;83,013;10,228,918;70;420,395,103;3,706,590;144;92,852,948;624,633,508;3,613,322;17;13;33,569,805;;;;;
Una Foto Remix (feat. Emilia);Una Foto Remix (feat. Emilia);Mesita;1/5/24;UYS642300003;1,181;206,001,461;15,932;35,397,476;78;45,907,269;307,741;;998,4;13,500,000;;14;21;;;;;;
Religiously;Religiously;Bailey Zimmerman;3/17/2023;USWB12300537;1,178;225,556,005;25,164;10,017,767;73;23,904,394;111,346;73,524;5,688,685;56,949,752;243,552,012;28;17;2,899,190;;;;;
What Happened To Virgil (feat. Gunna);7220;Lil Durk;3/11/22;USQX92200954;1,179;144,889,291;63,045;7,698,742;59;98,375,891;844,144;96,486;68,284,710;515,213,856;65,793,712;31;13;27,110,567;;;;;
Hello;Hello;Adele;10/23/2015;GBBKS1500214;1,186;1,550,553,401;140,637;42,531,792;68;347,935,820;3,794,833;209,908;68,479,244;707,793,848;1,006,781;288;40;;;;;;
HAY LUPITA;HAY LUPITA - Single;Lomiiel;3/28/2024;QZHNA2429530;1,187;22,692,011;1,996;19,217,759;71;51,510,163;439,315;6,538;9,803,472;84,927,420;5,782,251;13;;;;;;;
Gatita;Gatita;Bellakath;10/5/22;QZPLR2286558;1,184;218,661,601;25,714;8,048,259;57;173,995,566;1,354,818;1,961,387;191,009,331;2,353,588,008;324,051;8;24;38,842;;;;;
World on Fire;NATE SMITH (DELUXE);Nate Smith;4/28/2023;USRN12300006;1,183;100,360,956;15,383;9,521,311;69;12,196,961;98,714;45,372;6,096,788;57,109,846;;19;17;;;;;;
Love You Anyway;Love You Anyway;Luke Combs;2/10/23;US6XF2100158;1,185;164,507,374;29,896;7,920,265;67;47,201,934;291,689;127,315;21,357,285;220,946,119;389,278,042;20;23;;;;;;
MOJABI GHOST;DATA;Tainy;6/29/2023;USA2P2331985;1,188;368,429,447;46,625;20,677,828;75;74,049,864;676,666;3,207;955,307;6,911,099;638,649,904;52;10;;;;;;
N95;Mr. Morale & The Big Steppers;Kendrick Lamar;5/13/2022;USUM72208963;1,194;426,936,498;118,02;24,734,503;74;124,386,115;2,134,071;34,724;16,024,927;186,922,543;1,303,000,868;48;45;;;;;;
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage];HEROES & VILLAINS;Metro Boomin;12/2/22;USUG12208792;1,191;325,654,069;108,296;18,764,224;71;21,886,334;217,873;;3;19;7,326,120;15;6;;;;;;
Volvï¿;La mï¿½ï¿½sica de @Gina Yei: #ConTodoElCorazï¿½ï¿½nYMï¿½ï¿½s (Banda Sono;Didi Romero;1/11/23;QZTJ32100010;1,192;47,586;60;2,805;;543,509,003;3,372,617;;;;560,891,372;;;;;;;;
You're Really Funny;Rly Funny - EP;Crocodyle;11/11/22;QMEU32216759;1,19;;9;31;;631,421,040;3,549,192;;;;;;;;;;;;
Papercut;Papercuts;Linkin Park;4/12/24;USWB12401897;1,193;497,285,757;4;466;;;;;;;;;;476;;;;;
Earned It (Fifty Shades Of Grey);Fifty Shades Of Grey (Original Motion Picture Soundtrack);The Weeknd;2/10/15;USUG11500923;1,195;1,667,089,416;97,707;24,754,802;69;955,666,073;8,354,260;331,766;121,101,434;1,048,617,583;203,635,578;26;20;13,875,776;;;;;
Gucci Gang;Gucci Gang;Lil Pump;8/31/2017;USWB11701486;1,189;648,757,330;66,961;13,429,975;55;1,402,505,864;15,657,910;1,404,568;27,119,678;243,585,831;200,186,337;62;5;;;;;;
La Bebe;LPM;Yng Lvcas;12/24/2021;QZTAT2174000;1,198;255,707,376;35,404;4,489,095;64;132,383,657;926,647;3,955,024;237,343,814;3,229,349,729;;4;2;;;;;;
Jaded;Endless Summer Vacation;Miley Cyrus;3/10/23;USSM12209778;1,197;173,349,210;22,117;9,481,406;65;69,971,780;926,126;12,719;7,349,390;120,314,198;24,140,873;40;20;;;;;;
Bye;Bye;Peso Pluma;5/26/2023;QM6P42321186;1,196;252,239,644;24,974;6,379,185;65;157,154,307;1,031,138;408,41;96,001,756;1,121,997,176;;35;11;;;;;;
L$d;Deaf 2 Society;Luclover;4/22/2022;QZHN42243265;1,199;34,621,941;15,846;2,877,860;36;4,019,929;89,953;5,003,856;589,943,665;5,720,070,197;86,746,342;1;3;;;;;;
